polarity,subjectivity,num_reactions,length,num_words,month,dow,tod
0.0,0.0,0,37,1,7,0,14
0.0,0.0,1,29,9,7,6,19
0.0,0.0,0,31,6,7,1,18
0.5,0.875,2,41,9,7,0,3
0.0,0.0,0,8,1,7,5,21
-0.0785714285714286,0.5089285714285714,3,170,31,7,4,19
0.0,0.0,0,51,1,7,0,21
-0.6,0.8,2,12,2,7,4,18
0.0,0.0,0,69,14,7,2,15
0.0,0.0,3,50,1,7,2,8
0.0,0.0,2,51,1,7,2,8
0.0,0.0,1,30,7,7,1,21
0.0,0.0,1,43,1,7,1,18
0.0,0.0,0,16,3,7,1,17
0.0,0.0,1,35,6,7,1,11
0.4,0.5,1,83,18,7,6,17
0.0,0.0,0,50,9,7,4,15
0.15714285714285714,0.4,0,94,10,7,2,13
0.7,0.6000000000000001,1,66,12,6,0,21
0.375,0.75,0,46,12,6,0,21
-0.25,1.0,0,109,18,6,0,20
0.075,0.32499999999999996,0,27,6,6,4,7
-0.175,0.175,3,66,9,6,2,12
0.0,0.0,0,34,6,6,1,7
-0.25,1.0,0,109,18,6,0,18
0.0,0.0,0,54,11,6,6,19
0.5,0.5,0,37,7,6,6,18
0.3,0.9,1,89,19,6,2,0
0.0,0.0,0,37,1,5,5,16
0.0,0.0,0,43,6,5,5,1
-0.175,0.65,1,82,14,5,4,22
-0.1,1.0,2,83,15,5,0,9
0.0,0.0,0,19,3,4,5,19
-0.25,0.75,0,25,5,3,4,19
0.075,0.32499999999999996,0,34,8,3,5,18
0.0,0.0,0,40,9,3,6,17
0.0,0.0,0,14,4,2,3,17
0.0,0.0,0,46,8,2,1,13
0.0,0.0,0,31,7,1,4,17
0.1,1.0,0,20,4,12,4,18
0.0,0.0,0,15,2,11,4,9
0.0,0.0,0,22,5,11,5,7
0.0,0.0,0,75,17,11,2,16
0.0,0.0,0,30,6,10,0,18
0.0,0.0,0,29,6,10,3,15
0.0,0.0,0,25,3,10,5,9
0.0,0.0,0,17,3,9,6,13
0.2,0.4,0,23,5,7,6,18
0.0,0.0,0,11,3,6,6,19
0.0,0.0,0,24,6,5,2,11
0.0625,0.5,0,55,9,5,6,14
0.0,0.0,0,16,3,5,0,19
0.0,0.0,0,54,10,4,3,18
-0.5,0.5,0,37,7,4,0,18
-0.2916666666666667,0.5416666666666666,0,23,5,4,6,16
0.0,0.0,0,14,2,3,4,10
0.0,0.0,0,46,10,3,2,15
0.0,0.0,0,13,2,3,0,11
0.0,0.0,0,16,3,2,2,12
0.35,0.65,0,17,2,2,3,5
0.0,0.0,0,27,2,2,0,14
0.0,0.0,0,30,5,2,1,13
0.4166666666666667,0.5,0,28,5,1,2,14
0.0,0.0,0,19,5,12,5,20
0.0,0.0,0,26,6,11,5,19
0.4,0.5,0,52,10,10,3,16
0.75,0.95,0,22,2,9,3,17
0.0,0.0,0,31,3,9,5,13
-0.7,0.2,0,18,2,8,0,19
